ID	Choice	Relacao	Age	D_Senior	D_Male	Income	D_Wealth	License	QtdVeic	D_Veic	D_TripChain	Destino	D1_CT	D2_EDU	Acess_PNT	Frequence	D1_Turista	D2_Assiduo	D_Fds	D_Quinzenal	D_Mensal	Distance_1	TTime1_1	Cost_1	Distance_2	TTime1_2	Cost_2
2736	1	1	20	0	1	35000	1	1	1	0	0	8	1	0	0.77	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2747	2	2	26	0	1	4000	0	1	1	0	0	8	1	0	0.25	5	0	1	0	0	0	14.8	0.3	4.94	15.4	1.22	7
2753	1	1	25	0	0	3000	0	1	1	0	0	2	0	1	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2756	2	1	21	0	0	12000	1	1	2	1	0	1	0	1	0.68	4	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2759	2	1	32	0	0	1000	0	1	1	0	1	6	0	1	0	2	1	0	0	0	0	53.4	0.77	17.84	55.7	4.45	28.45
2762	1	1	21	0	1	35000	1	1	2	1	0	8	1	0	0	5	0	1	0	0	0	23	0.47	7.68	32	2.85	19.8
2763	1	1	19	0	0	2000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
2766	2	1	23	0	1	5000	0	1	1	0	0	8	1	0	0.68	4	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2767	2	1	20	0	1	4000	0	1	1	0	1	2	0	1	0.18	5	0	1	0	0	0	27.9	0.53	9.32	36	1.82	10.7
2768	2	1	21	0	1	4000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	13.9	0.28	4.64	24.7	1.55	10.7
2778	2	1	19	0	1	1000	0	1	1	0	0	11	0	0	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2782	2	1	40	0	0	2000	0	1	1	0	0	6	0	1	0.73	4	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2783	2	1	18	0	1	10000	1	1	3	1	0	6	0	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2784	1	1	22	0	1	7000	0	1	2	1	1	8	1	0	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
2785	2	1	22	0	0	7000	0	1	1	0	1	8	1	0	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2786	1	2	43	0	0	3000	0	1	2	1	1	2	0	1	0.18	4	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2787	2	2	38	0	0	3000	0	1	1	0	1	2	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2789	2	2	29	0	0	3000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
2797	1	1	24	0	1	2000	0	1	1	0	1	11	0	0	0.18	1	1	0	0	0	0	43.6	0.78	14.56	42.7	2	7
2800	2	2	54	1	1	7000	0	1	2	1	1	8	1	0	1	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2807	2	1	25	0	0	5000	0	1	1	0	1	2	0	1	0.61	3	0	0	0	0	0	28.8	0.53	9.62	25.5	2.43	10.5
2808	1	2	28	0	1	8000	1	1	1	0	0	2	0	1	0	5	0	1	1	0	0	13.5	0.4	4.51	16.4	1.63	3.8
2811	1	1	24	0	1	10000	1	1	2	1	1	8	1	0	0	3	0	0	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
2816	2	2	32	0	0	4000	0	1	1	0	0	2	0	1	1	3	0	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
2818	2	1	25	0	0	4000	0	1	2	1	0	6	0	1	0.16	0	1	0	0	1	0	11.8	0.33	3.94	15.7	1.57	9.3
2825	1	2	30	0	0	18000	1	1	1	0	1	8	1	0	0	3	0	0	1	0	0	14.9	0.32	4.98	17.6	1.72	3.8
2828	2	1	28	0	1	8000	1	1	1	0	1	7	0	0	0	4	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2834	2	2	29	0	1	8000	1	1	1	0	1	8	1	0	0	3	0	0	0	0	0	22.6	0.57	7.55	24.6	1.98	14.6
2838	2	1	22	0	0	10000	1	1	1	0	0	11	0	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2839	1	1	23	0	1	6000	0	1	3	1	0	1	0	1	0.53	5	0	1	0	0	0	8.2	0.2	2.74	10.13	1.1	3.8
2841	2	2	29	0	0	10000	1	1	3	1	0	7	0	0	0.76	5	0	1	0	0	0	11.6	0.28	3.87	13.4	1.15	3.8
2842	2	1	23	0	0	16000	1	1	2	1	1	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2843	2	1	33	0	0	1000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	66.8	0.87	22.31	75.4	6.23	13.3
2848	1	1	22	0	1	20000	1	1	2	1	0	1	0	1	0.37	5	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2850	2	2	34	0	1	4000	0	1	1	0	1	8	1	0	0	5	0	1	1	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2851	2	1	22	0	1	10000	1	1	3	1	0	1	0	1	0.85	5	0	1	0	0	0	18.9	0.43	6.31	20.1	1.45	10.8
2852	1	1	24	0	0	8000	1	1	3	1	0	6	0	1	0	4	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
2861	2	2	30	0	1	4000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	5.1	0.17	1.7	8	0.83	3.8
2868	2	2	54	1	1	5000	0	1	1	0	0	8	1	0	1	4	0	1	0	0	0	12.3	0.33	4.11	16.74	1.5	3.8
2884	2	1	24	0	1	3000	0	1	1	0	1	6	0	1	1	5	0	1	0	0	0	12.9	0.35	4.31	14.6	1.43	18.69
2888	2	1	20	0	1	5000	0	1	1	0	0	8	1	0	0.99	5	0	1	0	0	0	7.1	0.17	2.37	10.9	0.93	3.8
2892	2	1	24	0	0	6000	0	1	1	0	1	11	0	0	0	5	0	1	0	0	0	13.9	0.28	4.64	24.7	1.55	10.7
2894	1	2	24	0	0	4000	0	1	2	1	0	8	1	0	0.59	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
2897	1	1	21	0	1	3000	0	1	1	0	0	8	1	0	0.37	4	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2898	1	1	26	0	1	24000	1	1	2	1	1	6	0	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2901	2	1	18	0	1	4000	0	1	2	1	0	8	1	0	0	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2904	1	2	48	1	0	6000	0	1	1	0	0	6	0	1	0.32	2	1	0	0	0	0	13.5	0.28	4.51	14.73	1.68	3.8
2912	2	1	24	0	1	6000	0	1	2	1	0	8	1	0	0.18	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2921	2	1	24	0	1	10000	1	1	1	0	0	8	1	0	1	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2926	2	1	21	0	1	4000	0	1	2	1	1	8	1	0	0.16	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2932	1	1	21	0	1	35000	1	1	3	1	0	8	1	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2940	1	1	22	0	0	12000	1	1	2	1	0	2	0	1	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2952	2	1	24	0	0	12000	1	1	1	0	0	8	1	0	0.77	1	1	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2955	2	1	23	0	1	7000	0	1	2	1	0	2	0	1	1	3	0	0	0	0	0	13	0.35	4.34	16.5	1.63	16.59
2962	1	1	19	0	1	12000	1	1	2	1	0	2	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2966	2	1	20	0	0	5000	0	1	1	0	0	11	0	0	0	3	0	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2970	2	1	51	1	1	7000	0	1	1	0	0	6	0	1	1	4	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2977	1	1	23	0	1	18000	1	1	3	1	0	8	1	0	0	5	0	1	0	0	0	14.2	0.27	4.74	19	1.58	3.8
2978	2	1	21	0	1	3000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	50.3	0.9	16.8	54.8	3.57	21.5
2979	1	2	28	0	1	4000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	11.4	0.3	3.81	14	1.32	22.7
2982	2	1	22	0	1	5000	0	1	2	1	0	6	0	1	0.85	4	0	1	0	0	0	7.4	0.17	2.47	9.2	0.97	12.8
2987	2	1	21	0	1	5000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
3000	1	2	28	0	1	4000	0	1	1	0	0	2	0	1	0.16	5	0	1	0	0	0	21.8	0.65	7.28	36.7	4.45	32.59
3010	1	2	32	0	1	4000	0	1	1	0	0	2	0	1	0	2	1	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
3016	2	1	21	0	0	20000	1	1	2	1	0	1	0	1	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
3025	2	1	23	0	0	7000	0	1	1	0	0	11	0	0	0.16	0	1	0	1	0	0	11.8	0.33	3.94	15.7	1.57	9.3
3029	2	1	20	0	0	1000	0	1	1	0	0	8	1	0	0.99	4	0	1	1	0	0	23.4	0.48	7.82	34	1.65	10.7
3033	1	1	23	0	1	6000	0	1	1	0	1	8	1	0	0	1	1	0	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
3035	2	1	19	0	0	20000	1	1	1	0	1	2	0	1	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
3036	2	2	29	0	0	6000	0	1	1	0	1	8	1	0	0	2	1	0	0	0	0	13.9	0.28	4.64	24.7	1.55	10.7
3039	2	2	32	0	1	8000	1	1	1	0	1	8	1	0	0	1	1	0	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3040	2	1	21	0	0	1000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
3043	2	1	21	0	0	4000	0	1	1	0	0	8	1	0	1	3	0	0	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
3044	2	1	20	0	0	2000	0	1	1	0	0	1	0	1	0	4	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
3047	2	1	21	0	0	12000	1	1	1	0	0	8	1	0	0	5	0	1	0	0	0	14.2	0.27	4.74	19	1.58	3.8
3048	1	2	39	0	0	7000	0	1	1	0	0	8	1	0	0	0	1	0	0	1	0	36	0.63	12.02	38.4	3.57	29.9
3053	2	1	23	0	0	7000	0	1	1	0	0	6	0	1	0	0	1	0	1	0	0	14.9	0.33	4.98	18.9	1.32	12.4
3054	2	1	19	0	0	10000	1	1	1	0	0	2	0	1	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
3055	1	1	22	0	1	4000	0	1	1	0	0	6	0	1	0.27	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
3056	1	1	44	0	1	2000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	5.5	0.18	1.84	6.4	0.67	3.8
3061	2	1	25	0	1	5000	0	1	1	0	1	1	0	1	0	4	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
3062	1	1	23	0	0	10000	1	1	2	1	1	8	1	0	0	5	0	1	0	0	0	14.9	0.32	4.98	17.6	1.72	3.8
3068	2	1	45	0	1	35000	1	1	3	1	0	11	0	0	0.1	0	1	0	0	0	1	27.4	0.45	9.15	27.17	2.25	12.1
3069	1	1	36	0	1	8000	1	1	1	0	1	1	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3074	2	2	28	0	0	4000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
3076	2	1	24	0	0	6000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3080	2	1	25	0	0	4000	0	1	1	0	1	2	0	1	0.27	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
3081	2	2	27	0	1	10000	1	1	3	1	1	8	1	0	0	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3082	1	2	31	0	0	5000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
3084	2	1	25	0	1	4000	0	1	2	1	0	8	1	0	0.74	5	0	1	0	0	0	37.8	0.63	12.63	38.3	2.13	7
3086	1	1	24	0	1	7000	0	1	3	1	0	8	1	0	1	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3088	1	2	32	0	1	6000	0	1	2	1	0	8	1	0	1	0	1	0	1	0	0	9.1	0.2	3.04	11	1.1	16.6
3092	2	1	23	0	0	3000	0	1	2	1	1	1	0	1	1	5	0	1	0	0	0	12.9	0.35	4.31	14.6	1.43	18.69
3095	1	2	40	0	1	18000	1	1	1	0	0	3	0	0	1	5	0	1	0	0	0	7.4	0.17	2.47	9	0.83	3.8
3097	1	2	38	0	1	16000	1	1	1	0	1	8	1	0	1	2	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3098	2	2	28	0	1	10000	1	1	1	0	1	8	1	0	0.75	2	1	0	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
3099	2	1	32	0	0	14000	1	1	1	0	1	3	0	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3101	2	1	33	0	0	4000	0	1	1	0	1	6	0	1	1	5	0	1	0	0	0	16	0.38	5.34	17.7	1.3	7
3103	2	2	29	0	1	6000	0	1	1	0	0	8	1	0	0.25	5	0	1	0	0	0	14.8	0.3	4.94	15.4	1.22	7
3107	1	1	35	0	1	3000	0	1	1	0	1	8	1	0	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3109	2	1	19	0	0	22000	1	1	2	1	1	2	0	1	0	2	1	0	0	0	0	14.9	0.32	4.98	17.6	1.72	3.8
3115	1	1	24	0	1	10000	1	1	3	1	1	8	1	0	1	5	0	1	1	0	0	9.1	0.2	3.04	11	1.1	16.6
3116	2	1	20	0	1	2000	0	1	1	0	0	8	1	0	0.61	5	0	1	0	0	0	28.8	0.53	9.62	25.5	2.43	10.5
3118	1	1	44	0	0	6000	0	1	2	1	1	6	0	1	0	5	0	1	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
3124	1	1	60	1	0	3000	0	1	2	1	0	6	0	1	0	2	1	0	0	0	0	41.5	0.83	13.86	51.1	4.6	29.8
3132	2	1	20	0	0	16000	1	1	2	1	1	8	1	0	1	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3133	1	2	27	0	0	14000	1	1	1	0	0	8	1	0	1	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
3136	1	2	26	0	0	2000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	12.3	0.25	4.11	14.88	1.4	3.8
3143	1	2	47	1	1	16000	1	1	2	1	0	8	1	0	0.18	1	1	0	0	0	0	43.6	0.78	14.56	42.7	2	7
3145	1	2	26	0	0	9000	1	1	1	0	1	8	1	0	0.72	5	0	1	1	0	0	12.4	0.25	4.14	21.1	1.37	10.7
3148	2	1	42	0	1	12000	1	1	1	0	1	6	0	1	0.99	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
3149	2	1	49	1	0	5000	0	1	1	0	0	6	0	1	0.26	5	0	1	0	0	0	29.2	0.6	9.75	39.2	1.78	10.7
3150	2	1	21	0	0	2000	0	1	1	0	0	8	1	0	0.24	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
3151	2	1	23	0	0	1000	0	1	1	0	1	2	0	1	0.69	5	0	1	0	0	0	18	0.42	6.01	19.1	1.38	10.8
3156	2	2	39	0	1	10000	1	1	1	0	0	8	1	0	0.85	0	1	0	0	0	1	18.9	0.43	6.31	20.1	1.45	10.8
3159	1	2	26	0	0	14000	1	1	2	1	0	8	1	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
3163	2	2	27	0	1	6000	0	1	1	0	1	2	0	1	0.37	5	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
3167	2	2	28	0	1	3000	0	1	1	0	1	8	1	0	0.84	2	1	0	0	0	0	13.3	0.4	4.44	13.6	1.2	7.5
3168	1	2	51	1	1	10000	1	1	1	0	1	6	0	1	0	3	0	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
3175	2	1	33	0	1	3000	0	1	1	0	1	6	0	1	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3180	2	1	56	1	1	4000	0	1	1	0	1	11	0	0	0.01	5	0	1	1	0	0	36	0.8	12.02	45.3	2.53	24.1
3183	2	1	25	0	0	6000	0	1	1	0	0	2	0	1	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3187	2	1	22	0	0	3000	0	1	1	0	1	6	0	1	1	5	0	1	0	0	0	5.1	0.17	1.7	8	0.83	3.8
3189	2	1	22	0	1	20000	1	1	2	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
3194	2	1	27	0	0	5000	0	1	1	0	0	6	0	1	1	3	0	0	0	0	0	5.1	0.17	1.7	8	0.83	3.8
3196	1	1	21	0	1	7000	0	1	1	0	1	11	0	0	0.58	3	0	0	0	0	0	19.2	0.33	6.41	17.6	1.75	13.8
3197	1	2	50	1	0	18000	1	1	2	1	0	2	0	1	0	5	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
3205	2	1	22	0	0	5000	0	1	1	0	0	2	0	1	0.78	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
3213	2	1	22	0	1	3000	0	1	1	0	0	6	0	1	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3218	1	1	58	1	0	7000	0	1	1	0	1	6	0	1	0	5	0	1	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
3219	1	2	29	0	0	7000	0	1	1	0	0	6	0	1	0.37	0	1	0	0	0	1	14.2	0.33	4.74	15.9	1.38	3.8
3221	2	1	22	0	1	1000	0	1	1	0	1	8	1	0	0.18	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
3227	1	1	24	0	1	8000	1	1	2	1	0	8	1	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3231	1	1	19	0	1	7000	0	1	3	1	0	1	0	1	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
3241	1	2	49	1	0	9000	1	1	1	0	1	8	1	0	0.77	1	1	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
3250	1	2	35	0	0	12000	1	1	2	1	0	2	0	1	0	5	0	1	0	0	0	41.5	0.83	13.86	51.1	4.6	29.8
3251	1	1	25	0	0	7000	0	1	1	0	1	8	1	0	0	4	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3257	1	2	22	0	1	5000	0	1	1	0	1	8	1	0	1	5	0	1	0	0	0	10.7	0.28	3.57	12.4	1.22	18.7
3271	2	1	22	0	1	3000	0	1	2	1	0	2	0	1	0	5	0	1	1	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3273	1	1	24	0	0	24000	1	1	2	1	0	9	0	0	0	4	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
3274	2	1	21	0	0	5000	0	1	1	0	0	9	0	0	0.99	3	0	0	0	0	0	16.1	0.37	5.38	16	1.23	7.5
3278	2	2	25	0	1	10000	1	1	1	0	0	8	1	0	0.59	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
3280	2	1	24	0	0	6000	0	1	1	0	1	6	0	1	0.27	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
3281	2	1	22	0	0	35000	1	1	1	0	1	6	0	1	0	3	0	0	0	0	0	14.2	0.27	4.74	19	1.58	3.8
3284	1	1	20	0	0	10000	1	1	3	1	0	6	0	1	1	3	0	0	0	0	0	9.1	0.2	3.04	11	1.1	16.6
3285	1	2	30	0	1	5000	0	1	1	0	0	8	1	0	0.99	3	0	0	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
3286	1	1	34	0	1	6000	0	1	1	0	0	11	0	0	0	0	1	0	0	0	1	31.7	0.57	10.59	46.2	2.23	10.7
3299	2	1	23	0	1	2000	0	1	1	0	1	6	0	1	0.16	3	0	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
3302	2	1	19	0	0	16000	1	1	1	0	1	9	0	0	1	1	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3307	2	2	43	0	1	8000	1	1	1	0	0	8	1	0	0	3	0	0	0	0	0	29.4	0.53	9.82	41.5	1.9	10.7
3312	1	2	27	0	0	4000	0	1	1	0	0	2	0	1	0.99	1	1	0	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
3314	1	1	29	0	0	35000	1	1	3	1	0	8	1	0	0.1	0	1	0	0	0	1	27.4	0.45	9.15	27.17	2.25	12.1
3316	2	2	25	0	1	5000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
3318	2	2	25	0	0	5000	0	1	3	1	1	8	1	0	0	4	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
3319	2	2	31	0	1	18000	1	1	2	1	1	8	1	0	1	0	1	0	0	1	0	11	0.27	3.67	12.9	1.33	16.59
3320	2	2	38	0	1	16000	1	1	1	0	1	8	1	0	0.18	0	1	0	0	0	1	27.9	0.53	9.32	36	1.82	10.7
3327	2	1	20	0	1	2000	0	1	1	0	0	8	1	0	0.27	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
3328	2	2	26	0	0	10000	1	1	1	0	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
3335	1	2	36	0	0	10000	1	1	1	0	0	8	1	0	0.59	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
3338	2	1	19	0	1	16000	1	1	2	1	0	8	1	0	0.73	4	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
3342	1	1	25	0	1	14000	1	1	3	1	0	1	0	1	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
3344	1	2	56	1	1	12000	1	1	1	0	1	8	1	0	0.68	2	1	0	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
3345	2	1	22	0	1	2000	0	1	1	0	0	6	0	1	0.18	4	0	1	0	0	0	27.9	0.53	9.32	36	1.82	10.7
3350	2	1	22	0	1	3000	0	1	1	0	0	6	0	1	0.34	2	1	0	0	0	0	12.6	0.27	4.21	12.5	1.17	3.8
3355	1	2	62	1	1	26000	1	1	1	0	1	8	1	0	0.68	0	1	0	0	1	0	17.9	0.4	5.98	28.1	1.78	3.8
3356	1	2	26	0	0	20000	1	1	3	1	0	1	0	1	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
3360	2	1	55	1	0	4000	0	1	1	0	0	6	0	1	1	2	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3369	2	1	29	0	1	10000	1	1	2	1	0	8	1	0	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
3374	1	2	45	0	1	28000	1	1	1	0	0	2	0	1	0	0	1	0	1	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3377	1	1	23	0	0	10000	1	1	1	0	1	6	0	1	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
3379	2	1	29	0	0	4000	0	1	1	0	0	8	1	0	1	0	1	0	0	0	1	13.1	0.38	4.38	14.7	1.33	3.8
3383	1	1	21	0	0	2000	0	1	2	1	1	1	0	1	0	5	0	1	1	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3389	2	2	24	0	0	3000	0	1	1	0	0	8	1	0	0	5	0	1	0	0	0	50.3	0.9	16.8	54.8	3.57	21.5
3391	1	2	28	0	1	14000	1	1	3	1	0	8	1	0	0.43	2	1	0	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
3398	1	2	25	0	0	4000	0	1	2	1	0	2	0	1	0	5	0	1	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
3406	1	2	29	0	1	20000	1	1	3	1	1	8	1	0	0	2	1	0	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
3409	2	1	21	0	0	14000	1	1	2	1	1	1	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3411	2	2	34	0	0	8000	1	1	1	0	0	8	1	0	0	0	1	0	0	1	0	64.88	1.03	21.67	75.19	4	27
3418	2	1	23	0	0	4000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
3419	1	1	22	0	1	12000	1	1	2	1	0	8	1	0	0.78	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
3420	1	1	22	0	0	7000	0	1	1	0	0	6	0	1	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
3426	2	1	56	1	0	5000	0	1	1	0	0	2	0	1	0.78	0	1	0	0	1	0	20.4	0.4	6.81	20	1.77	9.3
3427	2	1	23	0	0	2000	0	1	2	1	1	6	0	1	0	3	0	0	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
3431	2	1	19	0	0	12000	1	1	2	1	0	8	1	0	1	5	0	1	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
3440	1	2	27	0	0	7000	0	1	2	1	1	2	0	1	0.76	0	1	0	0	1	0	11.6	0.28	3.87	13.4	1.15	3.8
3444	1	2	26	0	0	7000	0	1	1	0	0	6	0	1	0.73	0	1	0	0	1	0	16.2	0.38	5.41	17.3	1.45	3.8
3447	1	2	34	0	1	14000	1	1	2	1	0	2	0	1	0.78	3	0	0	0	0	0	20.4	0.4	6.81	20	1.77	9.3
3461	2	1	25	0	1	12000	1	1	1	0	1	7	0	0	1	2	1	0	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
3471	2	2	37	0	0	4000	0	1	1	0	0	2	0	1	0.27	5	0	1	0	0	0	14.7	0.38	4.91	14.9	1.65	11.4
3473	1	1	29	0	1	20000	1	1	2	1	0	8	1	0	0	0	1	0	0	1	0	17.9	0.42	5.98	22.34	1.9	3.8
3478	1	2	26	0	1	20000	1	1	1	0	0	8	1	0	0.37	5	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
3480	2	1	21	0	1	3000	0	1	1	0	1	11	0	0	0.24	2	1	0	0	0	0	27	0.48	9.02	27.5	2.35	3.8
3485	1	2	30	0	0	10000	1	1	1	0	1	8	1	0	0.84	3	0	0	0	0	0	9.3	0.23	3.11	9.8	1.02	3.8
3488	2	1	20	0	0	4000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3490	2	1	25	0	1	10000	1	1	2	1	0	8	1	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
3491	1	2	27	0	1	3000	0	1	1	0	0	8	1	0	0.67	5	0	1	1	0	0	21.1	0.4	7.05	21	1.38	7.5
3494	1	1	49	1	1	10000	1	1	1	0	1	2	0	1	1	5	0	1	1	0	0	5.1	0.17	1.7	8	0.83	3.8
